reviews.text,processed_text,reviews.rating
"I was really hopeful that I would experience a new tasting wine just because it's ""Mr. Wonderful's"" brand. However it was not as flavorful as what I had become accustomed. It's not bad it's just okay. I purchased the Zinfandel. I wanted the Moscato but it had sold out. I still may go back later and purchase it because it might be exactly what I'm looking to purchase. I would still recommend this product because everyone has a different expectation when it comes to wine tasting.",really hopeful would experience new tasting wine mr wonderfuls brand however flavorful become accustomed bad okay purchased zinfandel wanted moscato sold still may go back later purchase might exactly im looking purchase would still recommend product everyone different expectation come wine tasting,3.0
I purchased the Pinot Noir and it was terrible. Dumping it and won’t purchase again .,purchased pinot noir terrible dumping wont purchase,1.0
"I only like sweet (not super sweet) wine and the Moscato is absolutely delicious. I'm not one to drink it with the suggested food pairings. I'll have it with anything because it tastes that good. Like it before, during, or after dinner. It just tastes great. This is really good wine and the price is good too.",like sweet super sweet wine moscato absolutely delicious im one drink suggested food pairing ill anything taste good like dinner taste great really good wine price good,5.0
This is the best vine I have ever tasted. I had to reorder me a second round.,best vine ever tasted reorder second round,5.0
"Very unique tast,I love it you won't go wrong with this",very unique tasti love wont go wrong,5.0
I have ordered the set of 12 in the past. I have tried them all and enjoyed allHowever white zinfandel is my favorite. I have given them as gifts with no complaints just compliments. Soooo smooth,ordered set past tried enjoyed allhowever white zinfandel favorite given gift complaint compliment soooo smooth,5.0
I only like a sweet wine. I was skeptical on ordering without tasting it first. I am so glad I ordered it. I love it. THANKS KEVIN O'LEARY!!!,like sweet wine skeptical ordering without tasting first glad ordered love thanks kevin oleary,5.0
I ordered a 3 bottle set of both the Meritage & Moscata wines for friends who did me a huge favor and most definitely know their wines. They called me to say they thought these were both the best they had tasted in awhile !! Said they were thoroughly enjoying them and when they finished this set planned to order these 3 bottle sets on their own as they want to try all varieties !! Thanks Kevin & QVC for a hit !!,ordered bottle set meritage moscata wine friend huge favor definitely know wine called say thought best tasted awhile said thoroughly enjoying finished set planned order bottle set want try variety thanks kevin qvc hit,5.0
"I ordered the White Zinfadel in the 3 bottle selection which arrived on Friday. This wine is absolutely one of the best I have ever had the pleasure of tasting. My husband and I visited Nappa Wine Valley and Sonoma Wineries about 3 years ago. Our hats off to Mr. Kevin O'Leary to bring such a joy, a truly inspired new one which can certainly hold it's own. We had company yesterday and everyone remarked as to how well it is done. Thank you so much for this wonderful offering.",ordered white zinfadel bottle selection arrived friday wine absolutely one best ever pleasure tasting husband visited nappa wine valley sonoma winery year ago hat mr kevin oleary bring joy truly inspired new one certainly hold company yesterday everyone remarked well done thank much wonderful offering,5.0
This was my first purchase of these wines. Tried the Moscato as I like a sweet wine. Found it to be the best I've ever had. The only drawback to ordering wine on line is having to be home for the delivery. Missed the UPS guy a couple times.,first purchase wine tried moscato like sweet wine found best ive ever drawback ordering wine line home delivery missed ups guy couple time,5.0
"I don't know why the negative reviews said the wine tasted horrible..? I should have ordered a case! Mr. Wonderful, you have not promised what you haven't delivered 10-fold with this wine! I ought to go on auto ship with the case!",dont know negative review said wine tasted horrible ordered case mr wonderful promised havent delivered fold wine ought go auto ship case,5.0
